customer_id,country,age,gender,membership_tier,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,churned,orders_with_discount,avg_discount_pct,total_discount_usd,discount_ratio,recency_log,frequency_log,monetary_log,recency_final,frequency_final,monetary_final,Cluster_RFM,recency_cat,frequency_cat,monetary_cat,account_age_days,age_group,region,Cluster_LCA,prob_max_clase
C06837,United States,45,Male,Free,2025-03-03,15,655.59,45.62,16,Electronics,Tablet,Debit Card,Paid Ad,3,4.4,1,6,1,0,3.0,6.0,46.75,0.2,2.833213344056216,2.772588722239781,6.487059774978929,-0.5890378842745511,0.2985373003351647,-0.12700004858132719,1,Activo,Frecuente,Gasto Medio,455,36-45,Norteamérica,2,0.5804824395913222
C06838,United States,26,Male,Silver,2025-11-19,3,213.9,73.37,54,Electronics,Mobile,PayPal,Social Media,0,2.4,0,15,1,0,2.0,5.0,2.81,0.6666666666666666,4.007333185232471,1.3862943611198906,5.370172803648464,0.3793623750058859,-1.2473102675748637,-1.0109776076603758,2,En Riesgo,Ocasional,Gasto Bajo,194,26-35,Norteamérica,2,0.4335949054157946
C06839,United States,18,Female,Free,2022-12-10,6,370.3,59.95,56,Electronics,Mobile,PayPal,Direct,2,4.1,0,10,1,0,2.0,8.333333333333334,30.310000000000002,0.3333333333333333,4.04305126783455,1.9459101490553132,5.917010361183034,0.40882223015849206,-0.6232864462233948,-0.5781745203915465,2,En Riesgo,Frecuente,Gasto Bajo,1269,18-25,Norteamérica,2,0.510383475217654
C06840,Germany,31,Female,Gold,2025-11-13,6,366.71,62.43,42,Automotive,Mobile,PayPal,Social Media,1,4.7,0,3,1,0,0.0,0.0,0.0,0.0,3.7612001156935624,1.9459101490553132,5.907294584021184,0.17635470917836668,-0.6232864462233948,-0.5858642232894661,2,En Riesgo,Frecuente,Gasto Bajo,200,26-35,Europa,2,0.4634008267977316
C06841,Canada,43,Female,Platinum,2023-10-12,2,331.15,184.78,21,Electronics,Mobile,UPI / Digital Wallet,Email Campaign,0,4.6,0,2,0,0,0.0,0.0,0.0,0.0,3.091042453358316,1.0986122886681098,5.80558667411125,-0.37638346217734686,-1.5681026220006942,-0.6663625299660266,2,Activo,Ocasional,Gasto Bajo,963,36-45,Norteamérica,2,0.4863215129339599
C06843,United Kingdom,39,Male,Free,2026-03-20,13,955.7,68.17,0,Home & Kitchen,Desktop,Debit Card,Direct,3,3.0,1,4,0,0,0.0,0.0,0.0,0.0,0.0,2.6390573296152584,6.863489862684122,-2.925838984775637,0.14963733773161927,0.17093139715589087,1,Activo,Frecuente,Gasto Medio,73,36-45,Europa,1,0.416218555985636
C06844,United States,33,Male,Free,2022-08-28,1,163.17,175.08,21,Clothing & Apparel,Mobile,UPI / Digital Wallet,Social Media,0,3.7,0,12,0,0,0.0,0.0,0.0,0.0,3.091042453358316,0.6931471805599453,5.100902476306427,-0.37638346217734686,-2.020234051529878,-1.2240957949131868,2,Activo,Compra Unica,Gasto Bajo,1373,26-35,Norteamérica,1,0.4524329348094022
C06845,India,41,Male,Free,2026-01-11,23,913.09,44.95,48,Office Supplies,Tablet,Buy Now Pay Later,Social Media,1,4.4,2,3,0,0,1.0,4.0,14.16,0.043478260869565216,3.8918202981106265,3.1780538303479458,6.817929034877803,0.2840887019820486,0.7506687298643487,0.13487157159818552,0,En Riesgo,Frecuente,Gasto Medio,141,36-45,Asia,1,0.8343661475723658
C06846,United Kingdom,48,Male,Platinum,2024-08-25,20,3799.12,216.77,37,Sports & Outdoors,Mobile,UPI / Digital Wallet,Email Campaign,6,4.7,1,3,0,0,3.0,10.0,55.550000000000004,0.15,3.6375861597263857,3.044522437723423,8.242787924163242,0.07439936968817548,0.6017687672608033,1.2625982935620252,0,En Riesgo,Frecuente,Gasto Alto,645,46-55,Europa,1,0.4928071044411542
C06847,Netherlands,46,Female,Free,2024-02-28,62,2966.5,44.47,5,Toys & Games,Mobile,PayPal,Organic Search,11,4.2,0,2,0,0,1.0,5.0,16.05,0.016129032258064516,1.791759469228055,4.143134726391533,7.995475126483823,-1.448016812185205,1.8268239807450013,1.0668587345614953,1,Activo,Frecuente,Gasto Alto,824,46-55,Europa,2,0.601860111951447
C06848,United States,53,Male,Silver,2025-11-07,1,21.39,23.81,24,Clothing & Apparel,Mobile,UPI / Digital Wallet,Organic Search,0,3.7,0,3,1,0,1.0,2.0,11.58,1.0,3.2188758248682006,0.6931471805599453,3.1086144306106633,-0.27094799828905625,-2.020234051529878,-2.800923145239062,2,Activo,Compra Unica,Gasto Bajo,206,46-55,Norteamérica,1,0.42376177933826314
C06849,France,34,Male,Free,2024-10-05,52,4301.34,75.54,10,Automotive,Mobile,Credit Card,Paid Ad,10,4.7,4,0,0,0,1.0,6.666666666666667,18.11,0.019230769230769232,2.3978952727983707,3.970291913552122,8.366914339712634,-0.9480831182374049,1.6340881164494212,1.3608400750950989,1,Activo,Frecuente,Gasto Alto,604,26-35,Europa,0,0.47594131616467406
C06850,United Kingdom,51,Male,Silver,2025-07-08,35,1971.07,50.6,49,Electronics,Desktop,UPI / Digital Wallet,Direct,13,4.6,0,6,1,0,1.0,2.5,49.23,0.02857142857142857,3.912023005428146,3.58351893845611,7.5868390314899825,0.30075165777100177,1.2028001593935322,0.7434373436091513,0,En Riesgo,Frecuente,Gasto Alto,328,46-55,Europa,2,0.5007057756918525
C06852,United States,27,Female,Free,2023-08-04,5,226.95,43.49,14,Clothing & Apparel,Desktop,Credit Card,Email Campaign,1,4.0,0,4,1,0,1.0,2.5,7.18,0.2,2.70805020110221,1.791759469228055,5.42912630665945,-0.6922709750019723,-0.79517883804568,-0.9643179410794941,2,Activo,Ocasional,Gasto Bajo,1032,26-35,Norteamérica,2,0.4305123986211379
C06853,Germany,40,Male,Silver,2024-12-05,14,765.91,53.22,75,Home & Kitchen,Mobile,Credit Card,Organic Search,2,3.0,0,13,1,0,0.0,0.0,0.0,0.0,4.330733340286331,2.70805020110221,6.6423694541955145,0.6460990257482335,0.2265708271711033,-0.0040777881741857315,0,En Riesgo,Frecuente,Gasto Medio,543,36-45,Europa,2,0.4490310020574227
C06854,Japan,52,Female,Free,2023-06-20,37,7065.88,167.74,66,Health & Wellness,Desktop,Debit Card,Referral,1,4.3,1,2,1,0,2.0,10.0,50.19,0.05405405405405406,4.204692619390966,3.6375861597263857,8.86317436021557,0.5421421190387061,1.2630901561275527,1.75361278428888,0,En Riesgo,Frecuente,Gasto Alto,1077,46-55,Asia,0,0.5133845255582804
C06855,Sweden,18,Female,Silver,2025-04-02,13,441.25,39.05,124,Electronics,Desktop,Credit Card,Email Campaign,4,3.8,0,7,1,0,1.0,2.5,1.21,0.07692307692307693,4.8283137373023015,2.6390573296152584,6.091875333039894,1.056497494954235,0.14963733773161927,-0.43977491957400094,0,Dormido,Frecuente,Gasto Bajo,425,18-25,Otros,2,0.5912870178739682
C06856,United States,52,Male,Gold,2025-08-22,3,300.29,107.67,9,Clothing & Apparel,Mobile,UPI / Digital Wallet,Email Campaign,1,3.6,0,3,1,0,2.0,10.0,26.23,0.6666666666666666,2.302585092994046,1.3862943611198906,5.708073256073358,-1.0266938354722885,-1.2473102675748637,-0.7435410408335209,2,Activo,Ocasional,Gasto Bajo,283,46-55,Norteamérica,1,0.4902693244061677
C06857,United States,36,Female,Free,2026-03-06,7,64.24,8.18,131,Home & Kitchen,Mobile,PayPal,Organic Search,1,4.7,0,9,1,0,0.0,0.0,0.0,0.0,4.882801922586371,2.0794415416798357,4.178072777752813,1.101438710413085,-0.47438648361984964,-1.954483708205185,2,Dormido,Frecuente,Gasto Bajo,87,36-45,Norteamérica,2,0.46169064757642003
C06858,United States,23,Male,Free,2025-09-08,48,4507.9,88.46,42,Health & Wellness,Mobile,Debit Card,Email Campaign,9,3.7,4,7,1,0,0.0,0.0,0.0,0.0,3.7612001156935624,3.8918202981106265,8.413808500308662,0.17635470917836668,1.5465849430381025,1.3979551876201888,0,En Riesgo,Frecuente,Gasto Alto,266,18-25,Norteamérica,0,0.41116084293176935
C06859,India,32,Female,Gold,2025-12-11,19,1961.32,94.29,108,Electronics,Mobile,Credit Card,Email Campaign,1,4.1,0,7,1,0,1.0,5.0,1.87,0.05263157894736842,4.6913478822291435,2.995732273553991,7.581882725704827,0.9435296658504068,0.5473631815969336,0.7395145983336898,0,Dormido,Frecuente,Gasto Alto,172,26-35,Asia,2,0.5786222571772732
C06860,United States,51,Other,Gold,2025-10-23,7,932.33,123.55,107,Clothing & Apparel,Desktop,Credit Card,Social Media,1,4.9,0,6,1,0,0.0,0.0,0.0,0.0,4.68213122712422,2.0794415416798357,6.8387588360602365,0.9359278769356016,-0.47438648361984964,0.15135764161063728,0,Dormido,Frecuente,Gasto Medio,221,46-55,Norteamérica,2,0.43615805225322374
C06861,India,27,Female,Free,2025-03-23,45,2232.73,55.77,144,Clothing & Apparel,Desktop,Credit Card,Email Campaign,11,4.8,1,0,0,0,1.0,15.0,7.7,0.022222222222222223,4.976733742420574,3.828641396489095,7.711428112880113,1.178912572528384,1.4761345725006545,0.8420453092155135,0,Dormido,Frecuente,Gasto Alto,435,26-35,Asia,2,0.3896395899299182
C06862,United Kingdom,41,Male,Silver,2023-04-01,29,2908.26,95.89,52,Books,Desktop,Credit Card,Organic Search,2,3.2,0,1,1,0,1.0,7.5,12.42,0.034482758620689655,3.970291913552122,3.4011973816621555,7.975654032294301,0.34881116903751447,0.9994946111261177,1.0511710213821948,0,En Riesgo,Frecuente,Gasto Alto,1157,36-45,Europa,1,0.5424422732939058
C06863,South Africa,36,Female,Gold,2022-04-19,5,2397.73,460.03,23,Automotive,Mobile,PayPal,Organic Search,1,4.0,0,0,1,0,2.0,17.5,22.91,0.4,3.1780538303479458,1.791759469228055,7.782694709611278,-0.3046175000650891,-0.79517883804568,0.8984503652680892,1,Activo,Ocasional,Gasto Alto,1504,36-45,África,2,0.6633945547220607
C06864,UAE,21,Female,Free,2024-09-16,24,576.86,22.24,30,Clothing & Apparel,Mobile,Credit Card,Paid Ad,5,3.8,0,3,1,0,1.0,5.0,7.16,0.041666666666666664,3.4339872044851463,3.2188758248682006,6.359331624800828,-0.09352665807345271,0.7961890628587025,-0.22809247898690374,0,Activo,Frecuente,Gasto Medio,623,18-25,Otros,2,0.4051934107098807
C06866,Singapore,44,Female,Free,2026-01-06,22,1143.17,54.24,75,Clothing & Apparel,Desktop,Credit Card,Paid Ad,5,4.6,1,17,1,0,2.0,5.0,34.03,0.09090909090909091,4.330733340286331,3.1354942159291497,7.04243476229825,0.6460990257482335,0.70321078854564,0.31256012023259633,0,En Riesgo,Frecuente,Gasto Medio,146,36-45,Asia,1,0.4796655478063538
C06867,Germany,29,Male,Free,2026-02-25,30,1073.02,34.39,108,Toys & Games,Mobile,PayPal,Direct,5,3.1,1,3,1,0,1.0,25.0,16.15,0.03333333333333333,4.6913478822291435,3.4339872044851463,6.979163896869353,0.9435296658504068,1.0360583231953018,0.26248341003869863,0,Dormido,Frecuente,Gasto Medio,96,26-35,Europa,2,0.43106159567445124
C06868,India,20,Female,Free,2025-01-24,37,2029.47,53.97,20,Books,Tablet,Credit Card,Direct,14,3.7,2,12,1,0,1.0,6.666666666666667,4.34,0.02702702702702703,3.044522437723423,3.6375861597263857,7.616022572331167,-0.41475262486641995,1.2630901561275527,0.7665351107604178,0,Activo,Frecuente,Gasto Alto,493,18-25,Asia,2,0.35438183867376605
C06869,Mexico,34,Female,Silver,2024-06-23,5,806.58,143.94,36,Books,Mobile,Bank Transfer,Organic Search,1,4.5,0,12,1,0,0.0,0.0,0.0,0.0,3.6109179126442243,1.791759469228055,6.694042121397014,0.052403712615344426,-0.79517883804568,0.036819347701142084,2,En Riesgo,Ocasional,Gasto Medio,708,26-35,Norteamérica,2,0.4718408647503135
C06870,United States,27,Female,Free,2025-09-30,22,485.42,20.11,46,Electronics,Desktop,Credit Card,Email Campaign,1,4.0,0,5,1,0,2.0,5.0,3.46,0.09090909090909091,3.8501476017100584,3.1354942159291497,6.187072448227671,0.2497175512835,0.70321078854564,-0.3644296826116489,0,En Riesgo,Frecuente,Gasto Bajo,244,26-35,Norteamérica,2,0.5923182773368368
C06871,Germany,40,Male,Gold,2023-11-27,4,239.88,69.66,80,Beauty & Personal Care,Desktop,Credit Card,Direct,0,4.1,0,9,1,0,1.0,0.625,11.42,0.25,4.394449154672439,1.6094379124341003,5.484298884173478,0.6986510813458602,-0.9984843863130948,-0.920650746769892,2,Dormido,Ocasional,Gasto Bajo,917,36-45,Europa,2,0.5458929089617618
C06872,Italy,34,Male,Free,2025-02-14,5,295.19,63.92,0,Clothing & Apparel,Tablet,PayPal,Email Campaign,1,3.2,0,4,0,0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,5.691001140291468,-2.925838984775637,-0.79517883804568,-0.7570530323103419,1,Activo,Ocasional,Gasto Bajo,472,26-35,Europa,2,0.4737487400820259
C06873,Japan,45,Female,Gold,2024-03-28,47,3790.65,73.98,80,Electronics,Desktop,Debit Card,Organic Search,14,3.7,5,0,0,0,0.0,0.0,0.0,0.0,4.394449154672439,3.871201010907891,8.240556559536985,0.6986510813458602,1.5235925138193631,1.2608322453347962,0,Dormido,Frecuente,Gasto Alto,795,36-45,Asia,2,0.5232874145995942
C06874,Mexico,18,Male,Free,2018-09-29,13,3173.48,214.76,60,Pet Supplies,Tablet,PayPal,Email Campaign,2,4.1,0,0,1,0,3.0,4.0,82.7,0.23076923076923078,4.110873864173311,2.6390573296152584,8.062899118385902,0.4647615112916086,0.14963733773161927,1.1202225012763727,0,En Riesgo,Frecuente,Gasto Alto,2802,18-25,Norteamérica,0,0.4990545894286773
C06875,United States,51,Male,Free,2024-03-27,38,4708.52,119.12,21,Jewelry & Accessories,Mobile,Debit Card,Paid Ad,7,4.2,4,7,1,0,1.0,10.0,37.58,0.02631578947368421,3.091042453358316,3.6635616461296463,8.457341270989177,-0.37638346217734686,1.292055247242345,1.4324098758329713,0,Activo,Frecuente,Gasto Alto,796,46-55,Norteamérica,1,0.7719493460850183
C06876,United States,21,Female,Gold,2017-01-29,16,3639.44,219.63,8,Health & Wellness,Desktop,PayPal,Direct,6,3.5,2,5,1,0,0.0,0.0,0.0,0.0,2.1972245773362196,2.833213344056216,8.199859832446373,-1.1135939517148885,0.36613941054983395,1.228622187916711,1,Activo,Frecuente,Gasto Alto,3410,18-25,Norteamérica,2,0.4714172169687383
C06877,United Kingdom,51,Female,Free,2025-08-24,41,6542.49,142.84,38,Health & Wellness,Mobile,PayPal,Direct,12,3.4,4,0,1,0,1.0,3.3333333333333335,2.22,0.024390243902439025,3.6635616461296463,3.7376696182833684,8.786225941260241,0.095823645886977,1.3746925512158177,1.6927107616946908,0,En Riesgo,Frecuente,Gasto Alto,281,46-55,Europa,2,0.5730716151347661
C06878,India,25,Female,Free,2024-12-31,4,236.52,54.26,25,Beauty & Personal Care,Desktop,PayPal,Organic Search,0,4.1,0,4,1,0,1.0,8.333333333333334,9.82,0.25,3.258096538021482,1.6094379124341003,5.470251830455505,-0.2385992145833392,-0.9984843863130948,-0.9317685058418551,2,Activo,Ocasional,Gasto Bajo,517,18-25,Asia,0,0.5416325407357077
C06879,India,35,Male,Free,2025-05-05,32,6882.12,196.88,63,Books,Desktop,UPI / Digital Wallet,Paid Ad,11,4.1,1,2,0,0,0.0,0.0,0.0,0.0,4.1588830833596715,3.4965075614664802,8.836827316504706,0.50435895158471,1.1057743550100654,1.7327600068939264,0,En Riesgo,Frecuente,Gasto Alto,392,26-35,Asia,0,0.4717921073511751
C06880,India,54,Female,Silver,2025-11-11,26,1098.42,48.99,26,Home & Kitchen,Mobile,PayPal,Direct,5,3.8,3,6,1,0,0.0,0.0,0.0,0.0,3.295836866004329,3.295836866004329,7.002538047002042,-0.20747143518451433,0.8820078049677019,0.2809832445879621,0,Activo,Frecuente,Gasto Medio,202,46-55,Asia,2,0.46895270414091933
C06881,India,34,Male,Free,2024-06-12,7,524.0,84.56,82,Jewelry & Accessories,Mobile,PayPal,Email Campaign,0,4.4,0,8,1,0,0.0,0.0,0.0,0.0,4.418840607796598,2.0794415416798357,6.263398262591624,0.7187688654947072,-0.47438648361984964,-0.3040204301017057,2,Dormido,Frecuente,Gasto Medio,719,26-35,Asia,1,0.6272092826673014
C06882,United States,25,Female,Silver,2025-05-01,10,157.76,18.44,57,Clothing & Apparel,Desktop,Credit Card,Paid Ad,0,4.9,1,13,1,0,1.0,16.666666666666668,18.7,0.1,4.060443010546419,2.3978952727983707,5.067393627914864,0.42316673534515137,-0.11928085847413247,-1.250616893976092,2,En Riesgo,Frecuente,Gasto Bajo,396,18-25,Norteamérica,2,0.44077249661571316
C06883,United States,37,Male,Silver,2024-02-17,16,1112.67,63.04,88,Beauty & Personal Care,Tablet,Credit Card,Email Campaign,3,4.1,0,8,0,0,1.0,1.25,5.17,0.0625,4.48863636973214,2.833213344056216,7.015416146800001,0.776335590444471,0.36613941054983395,0.2911758169047609,0,Dormido,Frecuente,Gasto Medio,835,36-45,Norteamérica,2,0.7526123355436104
C06884,United States,25,Other,Free,2021-07-25,33,850.79,28.09,12,Food & Grocery,Tablet,UPI / Digital Wallet,Direct,2,4.4,2,8,0,0,0.0,0.0,0.0,0.0,2.5649493574615367,3.5263605246161616,6.7473400175751665,-0.8102988706433972,1.1390631945048482,0.07900279631948204,1,Activo,Frecuente,Gasto Medio,1772,18-25,Norteamérica,2,0.682385609614889
C06885,Netherlands,51,Other,Free,2024-08-28,3,296.98,95.15,114,Home & Kitchen,Mobile,PayPal,Social Media,0,4.7,0,5,0,0,1.0,5.0,2.01,0.3333333333333333,4.74493212836325,1.3862943611198906,5.697026370159193,0.9877253229118106,-1.2473102675748637,-0.7522842704498494,2,Dormido,Ocasional,Gasto Bajo,642,46-55,Europa,2,0.5268775335895457
C06886,United States,58,Other,Free,2026-02-03,6,875.13,136.62,85,Beauty & Personal Care,Tablet,PayPal,Social Media,0,4.4,0,2,1,0,1.0,20.0,22.0,0.16666666666666666,4.454347296253507,1.9459101490553132,6.775514481752413,0.7480543652384243,-0.6232864462233948,0.10130191405571502,2,Dormido,Frecuente,Gasto Medio,118,56+,Norteamérica,2,0.9212683855217825
C06887,Australia,33,Female,Silver,2026-03-09,7,964.33,120.12,51,Pet Supplies,Mobile,Credit Card,Social Media,2,3.2,0,3,0,0,0.0,0.0,0.0,0.0,3.9512437185814275,2.0794415416798357,6.872470011792862,0.3331004414767188,-0.47438648361984964,0.1780388757934592,0,En Riesgo,Frecuente,Gasto Medio,84,26-35,Oceanía,0,0.8733796166266303
C06888,Mexico,22,Male,Free,2022-06-01,44,1976.93,52.22,45,Food & Grocery,Desktop,Debit Card,Social Media,2,4.4,3,5,1,0,0.0,0.0,0.0,0.0,3.828641396489095,3.8066624897703196,7.5898061222743385,0.23197948572857785,1.4516260406553012,0.7457856937434505,0,En Riesgo,Frecuente,Gasto Alto,1461,18-25,Norteamérica,0,0.8409668636740498
C06889,France,19,Other,Free,2026-02-25,16,1981.0,133.53,37,Beauty & Personal Care,Mobile,Credit Card,Paid Ad,3,4.8,1,8,1,0,1.0,8.333333333333334,43.35,0.0625,3.6375861597263857,2.833213344056216,7.591861714889934,0.07439936968817548,0.36613941054983395,0.7474126244798975,0,En Riesgo,Frecuente,Gasto Alto,96,18-25,Europa,2,0.7745972295015859
C06890,Japan,32,Female,Platinum,2025-07-18,5,2612.69,474.92,22,Home & Kitchen,Mobile,Debit Card,Social Media,0,3.4,0,5,0,0,1.0,3.5714285714285716,69.34,0.2,3.1354942159291497,1.791759469228055,7.868518294955688,-0.33972017033148016,-0.79517883804568,0.966376776294077,1,Activo,Ocasional,Gasto Alto,318,26-35,Asia,0,0.5756497827282812
C06891,Germany,50,Female,Platinum,2023-10-19,21,339.54,17.86,21,Home & Kitchen,Mobile,Bank Transfer,Organic Search,7,3.5,2,0,1,0,2.0,10.0,66.03999999999999,0.09523809523809523,3.091042453358316,3.091042453358316,5.830532592992498,-0.37638346217734686,0.6536429254808819,-0.646618694602489,1,Activo,Frecuente,Gasto Bajo,956,46-55,Europa,2,0.3929044085339515
C06892,Germany,35,Female,Free,2024-11-09,34,807.27,27.24,30,Clothing & Apparel,Mobile,PayPal,Email Campaign,13,4.6,0,1,0,0,3.0,9.166666666666666,175.95,0.08823529411764706,3.4339872044851463,3.5553480614894135,6.694896161118448,-0.09352665807345271,1.1713870029484026,0.03749529071748052,0,Activo,Frecuente,Gasto Medio,569,26-35,Europa,2,0.47463310661261704
C06894,United Kingdom,33,Other,Platinum,2025-07-14,4,1114.7,244.96,104,Electronics,Desktop,UPI / Digital Wallet,Email Campaign,0,4.0,0,9,1,0,1.0,8.333333333333334,12.23,0.25,4.653960350157523,1.6094379124341003,7.017237289599134,0.9126928683768704,-0.9984843863130948,0.2926171886886884,2,Dormido,Ocasional,Gasto Medio,322,26-35,Europa,2,0.6777974933126806
C06895,United States,44,Female,Free,2025-03-15,2,457.23,261.03,71,Electronics,Mobile,UPI / Digital Wallet,Paid Ad,0,4.0,0,1,1,0,1.0,3.3333333333333335,41.42,0.5,4.276666119016055,1.0986122886681098,6.127371241468411,0.6015050164652851,-1.5681026220006942,-0.411681130949575,2,En Riesgo,Ocasional,Gasto Bajo,443,36-45,Norteamérica,2,0.5832376562139712
C06896,United States,36,Male,Free,2026-02-10,7,1277.35,178.42,38,Clothing & Apparel,Tablet,Credit Card,Social Media,0,3.9,0,7,0,0,0.0,0.0,0.0,0.0,3.6635616461296463,2.0794415416798357,7.153325462857904,0.095823645886977,-0.47438648361984964,0.40032628934505204,0,En Riesgo,Frecuente,Gasto Medio,111,36-45,Norteamérica,1,0.5406403814569974
C06897,United States,55,Male,Free,2025-06-24,14,1818.95,123.65,94,Clothing & Apparel,Desktop,Credit Card,Direct,3,4.5,0,5,1,0,1.0,5.0,51.3,0.07142857142857142,4.553876891600541,2.70805020110221,7.506564307165991,0.8301452068714081,0.2265708271711033,0.6799026649127613,0,Dormido,Frecuente,Gasto Alto,342,46-55,Norteamérica,1,0.4728217556203901
C06898,United States,21,Female,Gold,2021-04-21,24,6122.48,250.14,26,Food & Grocery,Mobile,UPI / Digital Wallet,Social Media,5,3.8,0,14,1,0,0.0,0.0,0.0,0.0,3.295836866004329,3.2188758248682006,8.719885841350022,-0.20747143518451433,0.7961890628587025,1.6402048581493764,0,Activo,Frecuente,Gasto Alto,1867,18-25,Norteamérica,0,0.6281018380723968
C06899,United States,29,Male,Free,2026-02-19,8,579.93,75.62,177,Beauty & Personal Care,Mobile,PayPal,Organic Search,2,4.4,0,20,1,0,2.0,21.666666666666668,56.75,0.25,5.181783550292085,2.1972245773362196,6.36463026766567,1.348035246504529,-0.34304740851649596,-0.22389878570698737,2,Dormido,Frecuente,Gasto Medio,102,26-35,Norteamérica,2,0.5144149975811274
C06900,United States,47,Male,Silver,2026-03-14,13,932.16,71.29,102,Beauty & Personal Care,Mobile,Credit Card,Organic Search,1,3.8,1,0,1,0,1.0,10.0,6.97,0.07692307692307693,4.634728988229636,2.6390573296152584,6.838576675962438,0.8968310668604047,0.14963733773161927,0.15121346816896675,0,Dormido,Frecuente,Gasto Medio,79,46-55,Norteamérica,2,0.5874179394873703
C06902,Australia,24,Male,Gold,2024-11-29,13,1719.87,115.29,97,Clothing & Apparel,Mobile,Credit Card,Email Campaign,0,3.8,1,6,1,0,0.0,0.0,0.0,0.0,4.584967478670572,2.6390573296152584,7.45058525588023,0.855788358042107,0.14963733773161927,0.6355971743972786,0,Dormido,Frecuente,Gasto Alto,549,18-25,Oceanía,0,0.5022526293278078
C06903,United States,43,Male,Silver,2024-11-09,3,125.86,46.36,1,Electronics,Mobile,Credit Card,Social Media,0,4.5,0,9,1,0,2.0,3.0,4.71,0.6666666666666666,0.6931471805599453,1.3862943611198906,4.843084116205751,-2.354139328715579,-1.2473102675748637,-1.4281501446349598,1,Activo,Ocasional,Gasto Bajo,569,36-45,Norteamérica,2,0.4167316847634448
C06904,United States,18,Female,Free,2023-08-30,51,6363.14,118.51,28,Sports & Outdoors,Mobile,Credit Card,Email Campaign,5,2.8,2,17,0,0,0.0,0.0,0.0,0.0,3.367295829986474,3.9512437185814275,8.758434387958637,-0.14853292071490626,1.6128476016681759,1.670714704724573,0,Activo,Frecuente,Gasto Alto,1006,18-25,Norteamérica,1,0.4047226743432102
C06905,South Korea,30,Male,Platinum,2022-11-30,18,988.17,55.36,6,Sports & Outdoors,Mobile,Debit Card,Social Media,2,4.8,0,36,0,0,1.0,3.75,14.88,0.05555555555555555,1.9459101490553132,2.9444389791664403,6.8968662076499685,-1.3208751413967943,0.49016637217253833,0.19734762432231892,1,Activo,Frecuente,Gasto Medio,1279,26-35,Asia,0,0.508817881256104
C06906,United States,46,Male,Free,2025-12-07,75,2347.46,29.14,0,Clothing & Apparel,Mobile,UPI / Digital Wallet,Organic Search,24,4.6,4,1,0,0,0.0,0.0,0.0,0.0,0.0,4.330733340286331,7.761515073173822,-2.925838984775637,2.036013940082567,0.881687412703729,1,Activo,Frecuente,Gasto Alto,176,46-55,Norteamérica,1,0.4718691961383962
C06907,France,42,Female,Free,2025-04-07,9,129.23,15.72,58,Jewelry & Accessories,Desktop,Credit Card,Organic Search,2,4.1,0,1,1,0,1.0,5.0,7.25,0.1111111111111111,4.07753744390572,2.302585092994046,4.869302117979612,0.43726602326861796,-0.22556060235808023,-1.4073994994874208,2,En Riesgo,Frecuente,Gasto Bajo,420,36-45,Europa,1,0.8168972113013856
C06908,Brazil,27,Male,Silver,2024-08-26,6,612.15,108.05,71,Electronics,Mobile,Debit Card,Organic Search,1,4.1,0,6,1,0,1.0,3.3333333333333335,12.91,0.16666666666666666,4.276666119016055,1.9459101490553132,6.418609604208035,0.6015050164652851,-0.6232864462233948,-0.18117600051719793,2,En Riesgo,Frecuente,Gasto Medio,644,26-35,Latinoamérica,0,0.4784579385272729
C06909,United States,26,Female,Free,2026-03-26,10,431.57,37.72,162,Toys & Games,Mobile,Credit Card,Organic Search,0,4.3,0,3,1,0,2.0,4.0,24.7,0.2,5.093750200806762,2.3978952727983707,6.069744162986665,1.275426373477134,-0.11928085847413247,-0.45729097821323134,2,Dormido,Frecuente,Gasto Bajo,67,26-35,Norteamérica,2,0.5974686562402194
C06910,Germany,22,Male,Free,2022-07-04,3,584.52,182.16,33,Sports & Outdoors,Mobile,Debit Card,Social Media,0,4.0,0,6,0,0,0.0,0.0,0.0,0.0,3.5263605246161616,1.3862943611198906,6.372500341292971,-0.01733822821449301,-1.2473102675748637,-0.21766989356891653,2,En Riesgo,Ocasional,Gasto Medio,1428,18-25,Europa,1,0.48364594145592066
C06911,Singapore,21,Male,Free,2025-09-12,37,3441.11,81.36,62,Electronics,Desktop,Debit Card,Referral,12,3.7,2,2,0,0,0.0,0.0,0.0,0.0,4.143134726391533,3.6375861597263857,8.143839934424692,0.49136989166395423,1.2630901561275527,1.18428436861699,0,En Riesgo,Frecuente,Gasto Alto,262,18-25,Asia,0,0.6677381843478255
C06912,United States,39,Male,Gold,2024-12-27,13,1222.5,92.41,59,Home & Kitchen,Mobile,Credit Card,Email Campaign,4,3.9,0,1,1,0,1.0,5.0,75.97,0.07692307692307693,4.0943445622221,2.6390573296152584,7.109470882882726,0.45112833711814326,0.14963733773161927,0.3656169001624431,0,En Riesgo,Frecuente,Gasto Medio,521,36-45,Norteamérica,1,0.4163532365639518
